catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2098,2097,MCXC J2245.3+2808,RXGCC 901,,341.334,28.146,91.7742,-26.9894,RXGCC,RXGCC,0.3428,SP,2022A&A...658A..59X,Catalogue,4.8732,[0.1 2.4],6.85,2.03724,0.51407,ITER,6.85446,6.0,2.0,2.0,1.072,5.0043,0.8,0.7,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,341.334,28.146
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2099,2098,MCXC J2246.1-3600,RXC J2246.1-3600,,341.5492,-36.0061,6.6014,-62.027,SGP,SGP,0.0673,S,2002ApJS..140..239C,Catalogue,1.2892,[0.1 2.4],1e+20,1.9,0.418,SC,1e+20,0.2,0.04,0.04,0.6197,0.7215,0.1,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1639,RXC J2246.1-3600,341.5492,-36.0061
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2100,2099,MCXC J2246.3-5243,RXCJ2246.3-5243,A3911,341.5775,-52.7295,336.5896,-55.4337,NORAS/REFLEX,REFLEX,0.0965,S,1994ApJ...425..418L,Catalogue,1.7869,[0.1 2.4],26.0,12.436,1.20629,ITER,2.78811,3.0,0.2,0.2,1.0282,3.3908,0.2,0.2,RXGCC,RXGCC,,,,2.9892899990081787,0.3207800090312958,0.3210600018501282,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Too extended for standard GCA analysis and analyzed in 4 x 4 or 8 x 8 degree2 fields,,1640,RXCJ2246.3-5243,341.5775,-52.7295
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2101,2100,MCXC J2246.8+0128,RXGCC 903,,341.724,1.473,71.5601,-48.5738,RXGCC,RXGCC,0.0661,SP,2022A&A...658A..59X,Catalogue,1.268,[0.1 2.4],21.738,3.04865,1.17904,ITER,0.3149,0.3,0.1,0.1,0.6772,0.9407,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,341.724,1.473
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2102,2101,MCXC J2247.4+0337,BVH2007 234,VMF98 211,341.873,3.6189,73.9102,-47.111,400SD,400SD_SER,0.2,S,2003ApJ...594..154M,Catalogue,3.2997,[0.5 2. ],1e+20,0.23,0.05,SC,1e+20,0.4,0.08,0.08,0.6641,1.0163,0.1,0.1,160SD,160SD,,,,0.3804999887943268,0.1028499975800514,0.1013600006699562,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1641,[BVH2007] 234,341.873,3.6189
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2103,2102,MCXC J2248.5-1606,RXCJ2248.5-1606,A2485,342.137,-16.1063,47.7339,-59.4909,NORAS/REFLEX,REFLEX,0.2472,S,2004A&A...425..367B,Catalogue,3.8777,[0.1 2.4],9.5,3.063,0.96178,ITER,5.05747,5.0,1.0,1.0,1.0669,4.4333,0.9,0.8,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1642,RXCJ2248.5-1606,342.137,-16.1063
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2104,2103,MCXC J2248.7-4431,RXCJ2248.7-4431,S1063,342.1814,-44.529,349.4832,-59.9331,NORAS/REFLEX,REFLEX,0.3475,S,2004A&A...425..367B,Catalogue,4.9168,[0.1 2.4],9.0,8.59,0.93631,ITER,29.01985,30.0,3.0,3.0,1.4246,11.8074,0.8,0.8,SGP,SGP,,,,26.4973201751709,2.854589939117432,2.855859994888306,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1643,RXCJ2248.7-4431,342.1814,-44.529
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2105,2104,MCXC J2249.2-3727,RXC J2249.2-3727,S1065,342.3233,-37.4572,3.2908,-62.3516,SGP,SGP,0.0289,S,2002ApJS..140..239C + Cat. VII/115,Catalogue,0.5794,[0.1 2.4],1e+20,2.66,0.48364,SC,1e+20,0.05,0.008,0.008,0.4792,0.3217,0.04,0.03,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1644,RXC J2249.2-3727,342.3233,-37.4572
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2106,2105,MCXC J2249.9-6425,RXCJ2249.9-6425,A3921,342.4877,-64.4295,321.9535,-47.9655,NORAS/REFLEX,REFLEX,0.094,S,2004A&A...425..367B,Catalogue,1.7456,[0.1 2.4],14.0,14.033,1.19281,ITER,2.97663,3.0,0.2,0.2,1.051,3.6128,0.2,0.2,RXGCC,RXGCC,,,,3.286829948425293,0.2817699909210205,0.2818500101566315,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper),,1645,RXCJ2249.9-6425,342.4877,-64.4295
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2107,2106,MCXC J2250.0+1137,RXJ2250.0+1137,RXJ2250.0+1137,342.523,11.617,81.7106,-41.3434,BCS,eBCS,0.0255,S,2000MNRAS.318..333E + Cat. VII/155,Catalogue,0.5133,[0.1 2.4],7.2,2.625,0.7875,ITER,0.03904,0.05,0.02,0.02,0.4851,0.3327,0.07,0.06,RXGCC,RXGCC,,,,0.045740000903606415,0.01506000012159348,0.01506999973207712,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1646,RXJ2250.0+1137,342.523,11.617
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2108,2107,MCXC J2250.3+1054,RXC J2250.3+1054,A2495,342.5873,10.9024,81.2033,-41.9524,NORAS/REFLEX,NORAS,0.0768,S,2000ApJS..129..435B,Catalogue,1.4549,[0.1 2.4],9.0,10.77,3.84489,ITER,1.50768,2.0,0.6,0.6,0.94,2.5414,0.6,0.5,BCS|RXGCC,BCS,RXGCC,,,1.5656800270080566,0.2876400053501129,0.290369987487793,1.273569941520691,0.113549999892712,0.113760001957417,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1647,RXC J2250.3+1054,342.5873,10.9024
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2109,2108,MCXC J2250.8-4521,RXC J2250.8-4521,S1067,342.7037,-45.3592,347.6712,-59.902,SGP,SGP,0.0511,S,2002ApJS..140..239C,Catalogue,0.9977,[0.1 2.4],1e+20,1.99,0.4975,SC,1e+20,0.1,0.03,0.03,0.5635,0.5341,0.08,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1648,RXC J2250.8-4521,342.7037,-45.3592
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2110,2109,MCXC J2251.0-1624,RXCJ2251.0-1624,A2496,342.7526,-16.4067,47.7196,-60.1538,NORAS/REFLEX,REFLEX,0.1221,S,2004A&A...425..367B,Catalogue,2.1959,[0.1 2.4],5.5,5.238,1.06855,ITER,1.92729,2.0,0.4,0.4,0.9686,2.9083,0.4,0.4,SGP,SGP,,,,1.7647199630737305,0.3560700118541718,0.3557299971580505,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1649,RXCJ2251.0-1624,342.7526,-16.4067
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2111,2110,MCXC J2251.7-3206,RXCJ2251.7-3206,,342.9485,-32.1034,14.8185,-63.6131,NORAS/REFLEX,REFLEX,0.246,S,2004A&A...425..367B,Catalogue,3.8638,[0.1 2.4],6.5,3.562,0.66966,ITER,5.80525,6.0,1.0,1.0,1.1038,4.9036,0.6,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Cluster origin of the X-ray emission is not completely certain; Details on source identification in Appendix of REFLEX paper,,1650,RXCJ2251.7-3206,342.9485,-32.1034
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2112,2111,MCXC J2253.5-3343,RXCJ2253.5-3343,A3934,343.3924,-33.7241,11.0981,-63.8476,NORAS/REFLEX,REFLEX,0.224,S,2004A&A...425..367B,Catalogue,3.6014,[0.1 2.4],3.5,3.036,0.56773,ITER,4.05189,4.0,0.8,0.9,1.0638,4.2862,0.5,0.5,SGP,SGP,,,,3.71589994430542,0.6857399940490723,0.6848000288009644,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1651,RXCJ2253.5-3343,343.3924,-33.7241
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2113,2112,MCXC J2254.0-6315,RXCJ2254.0-6315,AM2250,343.5133,-63.2541,322.6346,-49.1414,NORAS/REFLEX,REFLEX,0.2112,S,2004A&A...425..367B,Catalogue,3.4426,[0.1 2.4],11.5,4.714,0.55154,ITER,5.52848,5.0,0.6,0.6,1.1083,4.7806,0.3,0.3,RXGCC,RXGCC,,,,5.532060146331787,0.8638799786567688,0.8660600185394287,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1652,RXCJ2254.0-6315,343.5133,-63.2541
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2114,2113,MCXC J2256.9+0532,A2507,A2507,344.238,5.547,78.3873,-47.1806,BCS,eBCS,0.1696,S,2000MNRAS.318..333E,Catalogue,2.8925,[0.1 2.4],5.0,2.4,0.85714,ITER,1.78036,2.0,0.7,0.7,0.9201,2.6178,0.6,0.5,NORAS,NORAS,,,,0.606660008430481,0.259660005569458,0.2615399956703186,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1653,A2507,344.238,5.547
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2115,2114,MCXC J2257.8+2056,RX J2257.8+2056,VMF98 212,344.4558,20.9403,90.257,-34.6233,160SD,160SD,0.297,S,2003ApJ...594..154M,Catalogue,4.4234,[0.5 2. ],1e+20,0.111,0.021,SC,1e+20,0.4,0.08,0.08,0.6475,1.047,0.1,0.1,WARPSII,WARPSII,,,,0.3871400058269501,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,WARPS2,,1654,RX J2257.8+2056,344.4558,20.9403
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2116,2115,MCXC J2258.1+2055,BVH2007 235,"VMF98 213, MS2255.7+2039",344.53,20.9183,90.3155,-34.6778,400SD,400SD_SER,0.288,S,1991ApJS...76..813S,Catalogue,4.3293,[0.5 2. ],1e+20,0.506,0.06,SC,1e+20,2.0,0.2,0.2,0.8592,2.4227,0.2,0.2,EMSS_1994|SHARC_BRIGHT|160SD|WARPSII,EMSS_1994,SHARC_BRIGHT,160SD,WARPSII,1.2610499858856201,0.2106900066137314,0.207859992980957,1.7406699657440186,0.105829998850822,0.105879999697208,1.7910499572753906,0.21044999361038208,0.20975999534130096,1.8846800327301025,1e+20,1e+20,,,1655,[BVH2007] 235,344.53,20.9183
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2117,2116,MCXC J2300.2+2926,RXC J2300.2+2926,,345.0579,29.4419,95.6844,-27.4807,NORAS/REFLEX,NORAS,0.0688,S,2000ApJS..129..435B,Catalogue,1.3156,[0.1 2.4],8.0,2.85,0.4275,ITER,0.31951,0.3,0.05,0.05,0.6907,1.0006,0.09,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Coordinates determined by eye,,1656,RXC J2300.2+2926,345.0579,29.4419
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2118,2117,MCXC J2301.2+0648,RXGCC 909,,345.307,6.806,80.7517,-46.8406,RXGCC,RXGCC,0.0422,SP,2022A&A...658A..59X,Catalogue,0.8327,[0.1 2.4],26.181,11.83511,1.17659,ITER,0.48494,0.5,0.05,0.05,0.7495,1.2465,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,345.307,6.806
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2119,2118,MCXC J2302.7+7137,RXC J2302.7+7137,,345.6879,71.6206,114.5099,10.5487,CIZA,CIZAII,0.145,S,2007ApJ...662..224K,Catalogue,2.5414,[0.1 2.4],1e+20,5.81,0.83245,SC,1e+20,3.0,0.4,0.4,1.0189,3.4651,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1657,RXC J2302.7+7137,345.6879,71.6206
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2120,2119,MCXC J2302.8+0843,WARP J2302.8+0843,,345.7004,8.7306,82.8483,-45.5181,WARPS,WARPS,0.722,S,2002ApJS..140..265P,Catalogue,7.2333,[0.5 2. ],1e+20,0.072,1e+20,SC,1e+20,2.0,1e+20,1e+20,0.677,1.9722,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1658,WARPS J2302.8+0843,345.7004,8.7306
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2121,2120,MCXC J2303.0+1745,RXGCC 910,,345.751,17.763,89.5293,-37.9765,RXGCC,RXGCC,0.0794,SP,2022A&A...658A..59X,Catalogue,1.4996,[0.1 2.4],10.262,1.93989,0.46825,ITER,0.29337,0.3,0.07,0.07,0.6679,0.9141,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,345.751,17.763
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2122,2121,MCXC J2303.7+1523,MS2301.3+1506,ZwCl8822,345.9431,15.3835,88.1369,-40.1041,EMSS,EMSS_1994,0.247,S,1991ApJS...76..813S,Catalogue,3.8754,[0.3 3.5],1e+20,1.261,0.2568,SC,1e+20,2.0,0.4,0.4,0.8896,2.5695,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1659,MS2301.3+1506,345.9431,15.3835
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2123,2122,MCXC J2304.2+2005,RXGCC 911,,346.058,20.097,91.3217,-36.1095,RXGCC,RXGCC,0.0369,SP,2022A&A...658A..59X,Catalogue,0.7327,[0.1 2.4],9.775,1.84378,0.44608,ITER,0.05823,0.06,0.01,0.01,0.5015,0.3715,0.06,0.05,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,346.058,20.097
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2124,2123,MCXC J2305.4-3545,BVH2007 236,VMF98 214,346.357,-35.7619,5.3696,-65.8921,400SD,400SD_SER,0.201,S,2003ApJ...594..154M,Catalogue,3.3126,[0.5 2. ],1e+20,0.155,0.029,SC,1e+20,0.3,0.05,0.05,0.6156,0.8104,0.09,0.09,160SD,160SD,,,,0.260699987411499,0.05706999823451042,0.05649000033736229,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1660,[BVH2007] 236,346.357,-35.7619
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2125,2124,MCXC J2305.4-5130,RX J2305.4-5130,VMF98 215,346.3608,-51.5083,335.0372,-58.4993,160SD,160SD,0.194,S,2003ApJ...594..154M,Catalogue,3.2216,[0.5 2. ],1e+20,0.042,0.014,SC,1e+20,0.06,0.02,0.02,0.4675,0.3523,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,RDCS,,1661,RX J2305.4-5130,346.3608,-51.5083
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2126,2125,MCXC J2305.5-4513,RXCJ2305.5-4513,A3970,346.3942,-45.2205,345.2962,-62.2346,NORAS/REFLEX,REFLEX,0.1253,S,2004A&A...425..367B,Catalogue,2.2453,[0.1 2.4],11.0,4.327,1.85196,ITER,1.68625,2.0,0.7,0.7,0.9209,2.5077,0.7,0.6,SGP,SGP,,,,1.5462499856948853,0.6560400128364563,0.6519399881362915,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1662,RXCJ2305.5-4513,346.3942,-45.2205
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2127,2126,MCXC J2305.9+1938,RXGCC 912,,346.494,19.641,91.484,-36.7086,RXGCC,RXGCC,0.1047,SP,2022A&A...658A..59X,Catalogue,1.9206,[0.1 2.4],6.85,2.56239,0.47587,ITER,0.68712,0.7,0.1,0.1,0.787,1.5332,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,"An X-ray cluster with z = 0.1039 and offset = 0.63 Mpc(5.45 arcmin), an Abell cluster with no z and offset = 0.30 Mpc",,16959,,346.494,19.641
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2128,2127,MCXC J2306.5-1319,RXCJ2306.6-1319,,346.65,-13.32,57.1214,-61.8916,NORAS/REFLEX,REFLEX,0.1095,S,2018MNRAS.475..343W,Revised,1.9977,[0.1 2.4],15.0,5.89,2.02616,ITER,1.72736,2.0,0.6,0.6,0.931,2.5501,0.6,0.5,RXGCC,RXGCC,,,,1.054229974746704,0.2614499926567078,0.2614099979400635,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,"complexStr | Sect. 2.3 | MCXC J2306.5-1319 (z=0.11) and  MCXC J2306.8-1324 (z=0.066), are close-by clusters detected by REFLEX and SGP, respectively. XMM-Newton image confirms these are different objects.",1663,RXCJ2306.6-1319,346.65,-13.32
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2129,2128,MCXC J2306.8-1324,RXC J2306.8-1324,,346.7154,-13.4164,57.0248,-61.9978,SGP,SGP,0.0659,S,2002ApJS..140..239C,Catalogue,1.2644,[0.1 2.4],1e+20,4.1,0.8815,SC,1e+20,0.4,0.08,0.08,0.7153,1.1081,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,"complexStr | Sect. 2.3 | MCXC J2306.5-1319 (z=0.11) and  MCXC J2306.8-1324 (z=0.066) are close-by clusters  detected by REFLEX and SGP, respectively. XMM-Newton image confirms these are different objects.",1664,RXC J2306.8-1324,346.7154,-13.4164
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2130,2129,MCXC J2307.0+1631,RXC J2307.0+1631,,346.7632,16.5236,89.7833,-39.5362,NORAS/REFLEX,NORAS,0.2502,S,2000ApJS..129..435B,Catalogue,3.9124,[0.1 2.4],8.5,3.46,0.82348,ITER,5.85163,6.0,1.0,1.0,1.098,4.8482,0.7,0.7,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1665,RXC J2307.0+1631,346.7632,16.5236
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2131,2130,MCXC J2307.2-1513,RXCJ2307.2-1513,A2533,346.8136,-15.2283,53.8008,-63.0368,NORAS/REFLEX,REFLEX,0.111,S,1995ApJS...96..343Q,Catalogue,2.0216,[0.1 2.4],6.0,4.904,1.27994,ITER,1.48062,2.0,0.4,0.4,0.9222,2.4825,0.4,0.4,SGP,SGP,,,,1.3593599796295166,0.351419985294342,0.3496800065040588,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1666,RXCJ2307.2-1513,346.8136,-15.2283
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2132,2131,MCXC J2307.6+2716,RXC J2307.6+2716,,346.9169,27.27,96.2052,-30.1611,NORAS/REFLEX,NORAS,0.11,S,2000ApJS..129..435B,Catalogue,2.0056,[0.1 2.4],5.5,1.47,0.38808,ITER,0.43774,0.4,0.1,0.1,0.7195,1.1779,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1667,RXC J2307.6+2716,346.9169,27.27
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2133,2132,MCXC J2308.3-0155,RXCJ2308.3-0155,,347.0873,-1.921,74.1426,-54.7156,REFLEX/NORAS,REFLEXII,0.3047,S,2013A&A...555A..30B,Catalogue,4.5023,[0.1 2.4],7.0,1.88,0.423,ITER,4.91019,5.0,1.0,1.0,1.0266,4.2095,0.6,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,RXCJ2308.3-0155,347.0873,-1.921
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2134,2133,MCXC J2308.3-0211,RXCJ2308.3-0211,A2537,347.0966,-2.1919,73.8388,-54.9227,NORAS/REFLEX,REFLEX,0.2966,S,2004A&A...425..367B,Catalogue,4.4192,[0.1 2.4],13.5,4.264,0.60975,ITER,10.35833,10.0,1.0,1.0,1.192,6.53,0.6,0.5,SGP,SGP,,,,9.45833969116211,1.350749969482422,1.348690032958984,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1668,RXCJ2308.3-0211,347.0966,-2.1919
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2135,2134,MCXC J2310.4+0734,RXC J2310.4+0734,Pegasus II,347.6099,7.5769,84.146,-47.5447,NORAS/REFLEX,NORAS,0.0424,S,2000ApJS..129..435B,Catalogue,0.8364,[0.1 2.4],17.0,10.37,0.86071,ITER,0.4291,0.4,0.04,0.04,0.737,1.1854,0.06,0.06,BCS|RXGCC,BCS,RXGCC,,,0.4966900050640106,0.07891000062227249,0.07969000190496445,0.46261000633239746,0.0549400001764297,0.0550299994647503,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1669,RXC J2310.4+0734,347.6099,7.5769
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2136,2135,MCXC J2311.1+1137,RXC J2311.1+1137,,347.7875,11.6317,87.5291,-44.238,NORAS/REFLEX,NORAS,0.261,S,2000ApJS..129..435B,Catalogue,4.0352,[0.1 2.4],11.0,1.55,0.2976,ITER,2.9098,3.0,0.5,0.5,0.9458,3.1361,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1670,RXC J2311.1+1137,347.7875,11.6317
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2137,2136,MCXC J2311.5+0338,RXC J2311.5+0338,A2552,347.8878,3.6437,81.0026,-50.9121,NORAS/REFLEX,NORAS,0.3017,S,2015ApJ...807..178W,Consolidated,4.4717,[0.1 2.4],12.5,4.62,0.72996,ITER,11.62718,10.0,2.0,2.0,1.2166,6.9826,0.7,0.6,eBCS|MACS_DR2,EBCS,MACS_DR2,,,8.893930435180664,2.568880081176758,2.592979907989502,12.453740119934082,0.984769999980927,0.986909985542297,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1671,RXC J2311.5+0338,347.8878,3.6437
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2138,2137,MCXC J2312.3-2130,RXCJ2312.3-2130,A2554,348.0864,-21.5007,41.5402,-66.7771,NORAS/REFLEX,REFLEX,0.1108,S,2004A&A...425..367B,Catalogue,2.0184,[0.1 2.4],4.5,4.209,1.01437,ITER,1.26705,1.0,0.4,0.4,0.9079,2.3679,0.4,0.3,SGP,SGP,,,,1.16048002243042,0.2777900099754333,0.2762500047683716,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper),,1672,RXCJ2312.3-2130,348.0864,-21.5007
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2139,2138,MCXC J2312.7+1043,WARP J2312.7+1043,RX J231242.9+104302 (RIXOS),348.1781,10.725,87.315,-45.2105,WARPS,WARPSII,0.31,S,2008ApJS..176..374H,Catalogue,4.5559,[0.5 2. ],1e+20,0.1606,1e+20,SC,1e+20,0.7,1e+20,1e+20,0.7025,1.3569,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1673,WARPS J2312.7+1043,348.1781,10.725
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2140,2139,MCXC J2313.0-2137,RXCJ2313.0-2137,A2556,348.2538,-21.6319,41.352,-66.9668,NORAS/REFLEX,REFLEX,0.0871,S,2004A&A...425..367B,Catalogue,1.6304,[0.1 2.4],7.0,7.764,1.39752,ITER,1.41195,2.0,0.3,0.3,0.9281,2.4711,0.3,0.3,SGP,SGP,,,,1.2944799661636353,0.2304400056600571,0.2297800034284592,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1674,RXCJ2313.0-2137,348.2538,-21.6319
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,2141,2141,MCXC J2313.9+1444,A2561,A2561,348.499,14.744,90.5177,-41.9134,BCS,eBCS,0.1627,S,2000MNRAS.318..333E,Catalogue,2.7961,[0.1 2.4],4.3,2.70667,0.90222,ITER,1.83463,2.0,0.7,0.7,0.9369,2.7434,0.6,0.5,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,1676,A2561,348.499,14.744
